Trial,Val_Accuracy,Layers,Activation,Initial neurons,Learning Rate,Batch Size,L2 Penalty,Dropout Rate,Time
224,36.04,1,elu,1536,0.005215152227378594,128,0.0005888366860143225,0.13399446968960307,27.8
225,29.09,3,relu,512,0.0036875307151084742,128,0.0026933614594120696,0.14456405500111483,37.6
226,41.199999999999996,4,relu,1024,0.0005303005772409132,64,0.0029228405519568564,0.236362977176942,88.11
227,36.120000000000005,2,relu,1024,0.0013121855983412296,64,6.352447617144766e-05,0.34120077558462847,61.87
228,52.35999999999999,4,gelu,512,2.0420186212564378e-05,96,1.0314543565388861e-05,0.42955102899398,192.04
229,51.01,4,elu,1024,0.0004510715804544671,96,0.0001646719038907693,0.2720603056564438,124.48
230,36.64,3,gelu,1536,0.0017840234047467073,64,0.00033685672224619505,0.2697010649247845,48.72
231,31.419999999999998,2,relu,1024,0.0015058234619386285,128,0.00652722348259832,0.3244710750464409,40.58
232,47.699999999999996,4,selu,1536,0.000340827437684096,128,2.1957761036318762e-05,0.43061491752399894,91.97
233,48.41,1,elu,1024,0.0002213916212633859,128,0.0005078211519399503,0.49615889300440486,77.87
234,50.23,3,selu,1536,1.3886489805334825e-05,64,0.0008505570229544211,0.23800585503554106,354.24
235,55.57,4,selu,512,0.00025113738177329783,96,2.3570317956327523e-05,0.31699841570741727,155.18
236,44.690000000000005,3,selu,1536,0.0002799114840264455,128,0.0027161118251476522,0.19532717932984378,95.39
237,39.660000000000004,4,gelu,512,0.00030513540050731503,96,0.005722122621789861,0.39172414068419315,99.61
238,54.76,1,gelu,1536,8.143109440522203e-05,128,0.00022972954434626812,0.1224771387088341,103.49
239,55.33,2,relu,512,2.0009144897838554e-05,96,0.0005440568147139384,0.22361864210941573,186.62
240,34.71,2,relu,512,0.0014567917957318372,128,0.0007769864885696213,0.33405845694414593,28.91
241,47.04,2,selu,512,0.0003958726388285216,64,0.001338957114290243,0.1460943348701803,97.51
242,28.68,1,gelu,1536,0.003318970291392533,64,0.0004866498520424711,0.39392343971332433,31.31
243,52.21,2,relu,512,1.354304931175834e-05,96,0.00533756739541321,0.347576271090523,181.8
244,35.53,1,gelu,1024,0.00088018547907723,64,0.009719183192385213,0.17167382172247314,53.35
245,40.150000000000006,1,selu,1024,0.0014312284031858804,96,0.0015495210920170252,0.2852898264615795,45.21
246,27.139999999999997,1,gelu,1024,0.005048519450414016,64,0.00012327806062066845,0.22999994228995174,29.89
247,51.190000000000005,3,gelu,1536,0.0009872763622000523,128,0.00017126044359864996,0.2164203229272279,97.24
248,18.65,2,selu,1536,0.0055228946396559675,96,2.0368151050939235e-05,0.3118598100488529,55.54
249,14.729999999999999,3,tanh,1024,0.0036267316440600533,96,0.0015509985472077258,0.47354302370752077,31.04
250,49.55,3,tanh,512,4.7234271654504354e-05,128,2.0386453864906447e-05,0.3937487039432098,152.47
251,34.760000000000005,2,selu,1024,0.0010139160412098894,96,0.0024723031706735633,0.3870292581373841,55.38
252,51.66,2,elu,1024,0.0005346164215584304,64,1.172945409481468e-05,0.42841216523756875,140.57
253,47.13,4,selu,1536,3.216905178788925e-05,96,0.0032167876287533923,0.42531769675486164,436.65
254,45.81,3,elu,1024,0.00025486027533020453,128,0.001468430252383126,0.42447458726384035,81.35
255,41.31,1,selu,1024,0.00202726809875358,96,1.9738689707742077e-05,0.20561338153246675,34.66
256,52.68000000000001,4,elu,1024,0.00035818273632324654,96,9.390788782342955e-05,0.37785211996023327,132.42
257,43.71,3,tanh,512,3.0404469627020945e-05,96,0.002003876446147024,0.4129243151657527,219.45
258,10.0,3,relu,512,0.00523966645143195,64,2.3430493932770157e-05,0.4594282038094194,76.76
259,22.56,1,tanh,1024,0.005590292890167823,128,4.4305814014274535e-05,0.23882317759611774,39.12
260,52.86,4,selu,1024,0.00018490342604074634,64,1.1268017558730563e-05,0.4037498331089021,198.74
261,55.82,3,elu,512,0.00016967576872582173,128,0.00010147406435775076,0.21991658241297715,95.08
262,47.199999999999996,2,gelu,512,0.0003768127200197853,96,2.9450868086193258e-05,0.4368846938807266,70.92
263,50.5,1,tanh,512,0.00047681577851417403,128,1.1042510264608406e-05,0.27699390522315703,117.02
264,47.73,2,relu,1536,0.00044771005763771137,96,0.0007936922639811792,0.3658729519967172,112.97
265,52.65,1,elu,1536,0.0002658555636084226,64,6.069620853233822e-05,0.21013600082227699,114.62
266,48.33,2,tanh,1024,0.00023875836556069044,64,0.00012916978223310053,0.4416029854197977,138.05
267,17.09,4,tanh,512,0.0037831455267987473,128,0.001355991825082857,0.25476195556004777,41.61
268,53.59,2,selu,1536,6.776288122219488e-05,96,0.0002553275258746125,0.32201392507795973,290.45
269,53.42,3,selu,1536,0.00025421464600618415,96,0.00012951530164578902,0.2541684407676633,128.72
270,10.0,4,elu,1536,0.005371210053784011,96,0.000489619612292156,0.45065399382624727,45.89
271,49.51,3,tanh,512,1.8363693998892307e-05,128,2.365324797617189e-05,0.21247264207409758,156.11
272,51.57000000000001,4,selu,1536,4.884446036611779e-05,128,1.9373532419578632e-05,0.3039353526593762,135.81
273,48.14,1,relu,1024,0.0007046498831618485,96,8.963814573782561e-05,0.29254908507929156,82.09
274,42.8,2,relu,512,0.0005375431038302305,64,0.0025026905968274166,0.2658850824896467,61.37
275,52.18000000000001,1,tanh,1024,0.00012510092862628072,128,0.00020977720009148583,0.3174958935782906,126.45
276,47.79,2,tanh,1024,1.1840230119571007e-05,64,0.0001023728118796915,0.3347150891694879,301.08
277,10.0,4,relu,1024,0.007006778561993551,64,0.00021605234812873748,0.43336779024704397,80.41
278,46.85,1,elu,1536,1.7082496057993216e-05,128,0.0002639952493157707,0.45129200048912543,185.34
279,54.37,4,selu,1536,4.080946452491965e-05,128,4.4959102569121566e-05,0.2591491457338762,190.02
280,48.370000000000005,4,tanh,1024,2.0880829737956013e-05,96,0.00014638842299640695,0.35745128622242506,226.79
281,43.96,1,tanh,1024,0.00025583346548901345,64,0.0019421454337860751,0.39637636897890716,128.25
282,21.67,4,relu,512,0.0024718778880895957,64,0.0004192465557313278,0.4256280155267351,54.34
283,55.14,2,tanh,1536,6.475650163230869e-05,128,2.0170400682291103e-05,0.20559290740354577,146.28
284,44.529999999999994,3,selu,512,5.292890723616858e-05,128,0.0006293361955828904,0.45276172206078147,156.92
285,23.95,2,relu,1024,0.005108618985905133,64,0.00019691861292344908,0.2543320717655993,49.09
286,11.959999999999999,2,gelu,1024,0.009906863214607941,128,0.0029377108047120358,0.14408241318644574,36.62
287,55.48,3,selu,1536,2.761787808166958e-05,64,0.00015200246788413252,0.17536571462739425,324.87
288,55.78999999999999,4,elu,1024,0.00012667897663834528,128,0.00012483974351060222,0.2554400105623422,155.64
289,14.93,3,tanh,1024,0.004281948553169387,128,0.0022194794343993753,0.24822794408749393,31.26
290,50.5,3,gelu,1536,1.358790900505017e-05,128,0.0018154180805121677,0.3516643502531901,221.9
291,55.47,2,gelu,1536,0.00012258151857000085,128,0.0003826738358460023,0.32937661346426844,129.03
292,54.43,4,relu,1536,1.9800400389013814e-05,128,9.428521936225973e-05,0.32884428545438793,158.6
293,51.33,3,gelu,1024,0.00010712835583047259,96,0.0028411450390727015,0.16018508605977078,150.58
294,52.790000000000006,4,selu,1024,0.00015005313997873835,64,0.00013699443708910976,0.44066526498023506,265.01
295,46.61,1,gelu,1536,0.001573810679167574,96,1.9576377270473193e-05,0.12013936646842849,53.03
296,52.900000000000006,2,gelu,1536,8.801588362758007e-05,64,0.0016994488584720678,0.413730857010832,240.59
297,43.120000000000005,2,tanh,1536,1.3593222705106945e-05,64,0.0010429007731198978,0.4833488097984272,345.5
298,32.98,2,elu,512,0.004909953761060629,96,1.694551721355701e-05,0.2457319568209717,42.14
299,37.41,4,tanh,1536,0.0005007872270990378,128,0.0024536108380494386,0.31478485279033763,53.37
300,50.480000000000004,2,elu,1024,0.0010306902284102052,96,1.2860192958224017e-05,0.32574129047466505,88.05
301,10.0,2,tanh,1536,0.005212377553048533,64,0.0004010053513250053,0.10591729476735852,52.54
302,29.13,4,relu,512,0.001345345865610136,96,5.586950918322358e-05,0.3701278281323075,57.49
303,47.15,1,gelu,512,1.4406177063804032e-05,96,0.008292653981771148,0.2298652536359867,182.21
304,46.33,1,selu,1024,1.5234087199027743e-05,64,4.67551678185144e-05,0.13938493549402597,186.04
305,29.18,1,relu,1024,0.0016752743606288072,64,0.002608448017359451,0.4697877077375212,33.33
306,52.99,3,selu,1024,0.0006158747553933261,96,2.2308230719288696e-05,0.21170465710088401,98.66
307,48.29,3,selu,1536,0.0004187825541848384,128,0.00026912014892081706,0.4070730201046213,159.33
308,36.059999999999995,1,tanh,1536,0.0008774844218230018,64,0.0008971282532447851,0.40409594062629306,52.38
309,54.83,2,elu,1536,9.767784149429695e-05,96,0.00025694386639248405,0.33755926886970866,265.16
310,44.73,2,gelu,512,0.0015270489008693473,96,0.0006320646234407721,0.1274251260032826,35.34
311,54.400000000000006,2,relu,1536,0.0002888889527136148,96,0.0007032396405517207,0.1703902640650238,150.52
312,52.300000000000004,3,relu,1024,0.00011323008791994677,128,0.003699959938821549,0.3649047748169517,180.18
313,54.22,3,gelu,512,0.00013453864539752822,128,0.0008534208488542499,0.30257913341636145,94.79
314,54.900000000000006,1,relu,1536,2.0021589266078373e-05,64,3.3397692532425244e-05,0.4515826773707431,303.12
315,53.410000000000004,2,tanh,1024,0.00029284295401401663,128,4.230779344886198e-05,0.26170045366915196,120.25
316,37.43,2,elu,1536,0.003522559790966843,96,1.5685352367865212e-05,0.15669588187713016,68.96
317,42.970000000000006,4,selu,1024,1.3380213425092106e-05,128,0.001809649179219853,0.42424893078338866,203.39
318,23.849999999999998,3,elu,1536,0.0036871572308639516,128,0.00018571680166390775,0.32619893325125326,53.68
319,29.599999999999998,1,gelu,512,0.005464877503829264,96,0.000349535156305821,0.11870708095383042,28.78
320,27.49,3,selu,1024,0.00643811890277402,96,6.588079115120035e-05,0.14595006939376748,55.01
321,15.160000000000002,3,elu,1536,0.006112493639641033,96,1.2955532833123466e-05,0.42257173464547737,56.95
322,48.6,1,relu,1536,0.0001854621107813594,96,0.002735894949053504,0.2926458015708964,73.93
323,53.169999999999995,3,relu,1536,3.58820776843692e-05,128,0.006116931861233296,0.21482278280301392,214.75
324,50.32,1,selu,1536,8.979230902759035e-05,128,0.000495481472721152,0.24408406365703983,187.67
325,49.33,2,selu,512,0.0010229522328783138,64,1.2430759244395007e-05,0.22371046594473137,76.66
326,48.28,2,tanh,512,1.995732991492873e-05,64,1.2592740179643972e-05,0.298663611531108,258.07
327,42.52,2,selu,512,3.9116680270504074e-05,64,0.0029021378657818914,0.46332253644993704,255.94
328,55.25,2,gelu,1024,1.941756007818713e-05,64,5.112085834806764e-05,0.3002608363788285,230.02
329,42.41,1,tanh,512,3.889315718609921e-05,64,0.00381028031582781,0.48806859868210084,216.37
330,31.1,1,tanh,1024,0.0025205558922847134,128,0.00012108724715846915,0.23826320479944485,33.39
331,53.36,3,tanh,512,9.17040326704625e-05,64,2.9809892883110146e-05,0.4332285100772837,261.37
332,54.910000000000004,3,relu,512,2.6659243786041125e-05,128,6.74837473769969e-05,0.2114804264665196,112.29
333,49.28,4,relu,512,0.00016749697525776986,64,0.002686658719503702,0.24607348197563952,121.24
334,54.35,4,gelu,1536,3.951559606257795e-05,96,0.0010485173449521407,0.1028004526224911,404.53
335,33.68,3,elu,1024,0.001751957083761953,128,0.003077858782899189,0.27713956824915487,40.77
336,53.86,2,tanh,1024,0.00011924365256529054,128,2.167781650651196e-05,0.11925235212077717,87.6
337,54.76,2,gelu,1024,1.5247631942089615e-05,96,4.1328441473077463e-05,0.35838474221179784,225.1
338,44.26,3,selu,512,4.463484810671673e-05,64,0.004962351011507323,0.27356030856808533,205.9
339,51.06,4,tanh,1536,0.00022990137354493318,128,5.2157443383457244e-05,0.4393044565309312,214.93
340,45.35,3,relu,1536,0.0014637155213784792,128,5.4507525342066234e-05,0.19217837307080352,72.94
341,55.800000000000004,3,gelu,512,0.00015552717558524914,96,0.00027390610164702915,0.12994551083449435,90.4
342,10.0,2,tanh,1536,0.008255210708984866,96,0.0005434806499584477,0.3460799843392217,36.29
343,24.69,4,elu,1536,0.002338891567543226,96,0.000529896655421923,0.3755630636913839,80.69
344,38.33,4,relu,1536,0.0012268554408109583,96,0.0010068458532933634,0.24791115047184606,122.61
345,52.51,4,elu,512,1.806911876929632e-05,128,1.8470612398720968e-05,0.1632297071766527,165.91
346,35.69,3,elu,512,0.001821274632729951,96,0.00029605286761741903,0.4129234973326843,39.01
347,47.81,4,selu,1024,0.001008317391407668,96,5.820048244959143e-05,0.10794048234495089,70.72
348,55.879999999999995,4,elu,1536,0.0001162968500542728,128,2.5427124667899545e-05,0.31511940171141317,187.07
349,49.919999999999995,1,gelu,1536,0.00043366324497455945,128,0.0005229950341627696,0.24494605160240124,90.87
350,37.059999999999995,4,relu,512,0.002820018810356803,64,0.0002799731702927916,0.10321220681610024,60.7
351,40.400000000000006,1,selu,512,0.0009988776375638088,96,0.005222790258670156,0.1939616772684133,58.18
352,52.14,4,relu,1024,8.35672041731834e-05,96,0.003264643359741691,0.24282199984090133,140.71
353,53.26,3,gelu,1024,0.000385693368482588,128,0.00013437277850686423,0.2785641602934892,82.54
354,46.04,3,selu,512,5.660113185700122e-05,64,0.008113876165413444,0.1108692470255067,223.76
355,10.0,2,tanh,1536,0.004581854589092517,64,2.8995624869885936e-05,0.30062297691792383,39.67
356,55.169999999999995,4,tanh,1024,6.519386760001964e-05,96,2.3642570554176853e-05,0.12036767042070129,142.66
357,26.39,1,tanh,512,0.0021934557883323256,64,4.175650922661483e-05,0.2769899050940281,29.26
358,49.5,3,elu,1536,0.00022825768177340557,64,0.0014502755171952797,0.10616129553371856,227.91
359,55.61000000000001,2,elu,512,0.00038168469515026534,96,1.7051842363449495e-05,0.2789892755993496,97.84
360,52.300000000000004,3,selu,1024,0.0002764070256376947,64,0.00012468145776201983,0.13001031866701573,97.44
361,54.21,3,relu,1536,0.00012886998723588084,64,2.1247771928219874e-05,0.12615371075257786,117.88
362,49.33,2,relu,1024,5.447174094113294e-05,96,0.008366301561897169,0.25075295832167055,97.53
363,54.37,3,gelu,512,3.044770535124681e-05,64,0.001345437424529703,0.173011033769237,272.72
364,16.88,3,gelu,512,0.004791131081749142,64,0.004843686604614993,0.43211393136774146,62.51
365,44.690000000000005,2,tanh,1536,1.043788402555672e-05,96,0.002094195399745065,0.2843682604761056,266.42
366,47.73,2,relu,512,0.00030026477717374415,128,0.00010543644153388763,0.48864717465034246,104.67
367,32.24,2,tanh,512,0.0017093573453616981,128,0.0002959231072451623,0.39522091913904844,43.18
368,47.08,1,gelu,1536,0.001070638441446441,96,0.00010843888137710561,0.1203541497614757,52.09
369,47.660000000000004,1,tanh,1536,1.614948015527062e-05,64,0.00029223996817173096,0.31906526565462406,308.31
370,49.830000000000005,1,selu,512,0.00020751042634098603,96,3.8903577726914766e-05,0.4407317605888301,116.31
371,55.55,4,selu,1536,2.5391045195765656e-05,96,3.250345453824819e-05,0.13075746788738365,203.46
372,48.29,3,selu,512,3.013380214066436e-05,128,0.0013517039453380302,0.18487454962436708,162.76
373,54.13,1,gelu,512,5.446117646266736e-05,96,0.0006377527267161069,0.44040252928864965,189.37
374,39.45,4,selu,512,0.0013652996426718102,64,0.00015946255782300992,0.36731752537197826,84.62
375,24.29,3,selu,512,0.0025063276633868897,64,4.779538245953349e-05,0.49566543249091244,52.31
376,46.89,1,elu,1536,0.0007774323663389394,64,0.00011299023408210739,0.41039453372271073,79.55
377,45.95,1,tanh,512,1.7666925175204178e-05,96,0.000264737262728381,0.3238899346695006,185.67
378,46.27,4,selu,1536,5.550212248722019e-05,96,0.0015424154486948945,0.4639710725392444,284.45
379,39.629999999999995,4,gelu,1024,0.003949721574412594,128,1.5748831561600695e-05,0.18130754873063962,48.93
380,48.809999999999995,1,selu,512,0.0007993911113574527,64,2.9320137495533395e-05,0.42062405249060475,98.27
381,53.169999999999995,2,relu,512,1.5971445426480053e-05,128,1.2536288311434466e-05,0.39904886959856445,152.81
382,51.61,1,elu,1024,6.44903935683175e-05,64,0.00026275673388062435,0.21698658441994476,212.92
383,38.7,1,tanh,1024,0.0013899828036032776,128,0.000255191014762088,0.16121939356734513,39.66
384,50.11,3,selu,512,4.675442755833131e-05,96,0.0014028734387208667,0.16058836187639605,194.33
385,47.69,3,gelu,1024,3.6011920155573296e-05,64,0.005495933590135818,0.25937885575309794,318.66
386,25.96,3,tanh,512,0.001875111022513401,128,0.001276255068949716,0.39029636010232405,39.5
387,54.52,3,selu,1024,3.0800834400766786e-05,128,1.3345855166591588e-05,0.1087790063591327,178.99
388,55.02,3,elu,1024,6.735980441343603e-05,128,6.815049392609964e-05,0.12042012392707938,103.7
389,47.55,2,gelu,1536,0.0003624995057907281,128,0.003084672686967062,0.3862322659491202,111.59
390,13.530000000000001,1,tanh,1536,0.004785110028949663,64,1.0973343804071231e-05,0.19146591873157212,55.59
391,52.07000000000001,1,relu,1024,8.147533922982785e-05,96,0.002320878161194808,0.35114406750695715,132.21
392,36.120000000000005,2,elu,512,0.000818680446238676,96,0.005391214428169735,0.34776076826870517,46.23
393,44.01,2,selu,1024,0.00037237567004507144,128,0.001997853853696743,0.28968699214132354,55.21
394,30.830000000000002,2,selu,512,0.0015052864987878777,96,0.0038142296293658387,0.42232145043773994,32.85
395,53.43,1,relu,1536,1.7968632619384457e-05,64,0.0021094820956270325,0.3005195736788856,311.78
396,34.38,3,selu,1536,0.0010796724248039438,96,0.000447505169439059,0.443413614528786,56.83
397,53.21,2,relu,512,0.00025097707611144705,128,0.0007146430155974701,0.22371469258246007,79.9
398,41.67,3,elu,1024,2.9739664200418543e-05,64,0.0071443803243844885,0.4627463746964181,249.2
399,40.31,3,elu,1536,0.0008259535237226781,128,0.0021298402516522993,0.28798922668231175,68.83
400,53.26,3,selu,512,0.00030867402313788174,64,0.00013759460170022702,0.10272245881581027,77.55
401,49.07,1,relu,512,0.00022544228956341143,96,0.0027204848928910246,0.2173360965326958,112.14
402,53.66,1,relu,1024,1.6067372796611205e-05,64,0.0002821071841056169,0.37276003092970056,267.58
403,55.21,3,gelu,1024,5.1334859831073894e-05,96,1.9450901012723366e-05,0.3039401892873972,105.36
404,10.0,4,tanh,1536,0.0012475362123371646,64,0.00019092602558023417,0.17861607035380547,97.35
405,54.84,3,relu,1024,7.438408751890076e-05,128,3.657462883682935e-05,0.3215208009599829,125.36
406,17.49,1,tanh,1536,0.009688374617894527,128,1.0051934640429666e-05,0.26375299122796614,36.59
407,45.4,2,elu,1024,0.0008157331704742513,64,0.00039795889884945137,0.32529694734384457,107.27
408,17.36,3,relu,1024,0.006912838915345186,64,0.00017453848189630052,0.48909408931564247,44.91
409,17.330000000000002,4,tanh,512,0.0031381806370975665,96,0.00010584023814078207,0.3826242530883409,46.22
410,34.64,2,gelu,1536,0.0016950835812883482,96,0.005738849615868735,0.29033510957116626,115.56
411,51.54,1,selu,1024,0.00013440095578343353,128,2.8673020079367624e-05,0.4203943092958017,163.66
412,10.0,3,gelu,512,0.008143227869422747,64,4.3815248263024254e-05,0.47400278407387597,40.41
413,44.92,1,tanh,1536,0.000892729226229804,128,1.7925684390596307e-05,0.2144205625704689,47.48
414,54.779999999999994,4,tanh,512,8.710162470138253e-05,128,1.057470029256798e-05,0.10389984681377631,122.17
415,47.47,2,relu,1024,0.0005101379811198867,64,1.209438188519731e-05,0.37753234199573293,188.06
416,55.1,4,relu,1024,3.705049530094668e-05,64,2.0419798348549282e-05,0.24495757350821923,164.98
417,45.519999999999996,4,selu,1536,5.4265945300061525e-05,64,0.002834489478700749,0.3072765795092296,393.81
418,52.83,2,relu,1024,7.73338010313752e-05,128,0.002509086453405837,0.36116457070218255,102.78
419,51.67,1,elu,1536,0.000226050726500653,128,0.0001747235424566632,0.1660580218703092,109.95
420,32.98,4,selu,1536,0.0005921190688056191,128,0.0023299159359134285,0.48521488834544946,60.64
421,42.16,4,selu,512,1.423456208097931e-05,96,5.942275316862946e-05,0.38520940461683606,202.27
422,56.169999999999995,4,elu,512,0.0002390823176073519,96,1.1226772697822633e-05,0.20825008241783471,110.42
423,42.74,3,tanh,512,4.010113273899834e-05,64,0.006464659855556111,0.24999772225886518,172.94
424,47.99,1,elu,1536,0.00016793709324308987,64,0.0005857851573490086,0.49881569625191924,147.11
425,38.26,2,gelu,1536,0.0007512698226588051,96,0.0015503778143619563,0.49408502209150973,58.12
426,30.11,3,gelu,1536,0.0029456954126877597,96,0.0003907584857990972,0.4377834374166064,52.53
427,44.4,3,selu,1024,0.000286528977312852,128,0.003690530526091687,0.12573243663899902,93.23
428,40.68,4,relu,1536,0.00023268370563297967,64,0.009059849812222456,0.17588223997196184,164.2
429,22.85,4,selu,1024,0.0009429204778860016,64,0.0059309203480156164,0.35390969652171567,72.78
430,16.55,2,tanh,1024,0.0027008708447486787,96,1.3966600577419375e-05,0.2733654148455402,35.55
431,50.49,4,selu,1536,8.384679970210655e-05,128,0.00027751056783930495,0.4919084144509419,231.32
432,29.67,4,relu,1024,0.004762383462265051,96,2.4529149890121126e-05,0.19776207743033775,43.4
433,50.949999999999996,4,relu,512,0.0002594741043320011,128,2.525445764025859e-05,0.28718730889738603,121.11
434,26.55,1,tanh,512,0.0025365486796975656,128,0.0019251038298564083,0.4979102761163098,35.7
435,55.19,2,relu,512,8.00863275879113e-05,64,0.0011257740985386778,0.18512252747494384,210.88
436,40.96,2,elu,1024,0.00284511369093206,128,0.00031589378142939583,0.10832895385424074,43.83
437,37.14,2,tanh,1536,0.0009932321149101397,128,0.0003731271082956955,0.22548294396865423,75.59
438,28.89,1,gelu,1536,0.006024747180787602,128,1.7603073603996163e-05,0.12014462595811831,25.09
439,46.47,3,gelu,1024,0.00021720215510872973,128,0.004907126958164525,0.12280818237060763,80.17
440,30.919999999999998,1,relu,1024,0.0022819289494498663,64,0.001093415108875788,0.33951042984584523,45.57
441,36.51,1,selu,1536,0.0020420065206088306,64,0.00039729281746543756,0.3772254267229468,50.17
442,41.339999999999996,4,relu,512,0.0002843985205367822,64,3.504585419591964e-05,0.41151847363824234,110.79
443,37.36,2,selu,1536,0.00031223132458657875,96,0.006901695993436058,0.3366755569797971,75.98
444,48.93,4,selu,512,5.844671513874476e-05,128,0.0012940890692079731,0.2561641309818533,170.25
445,51.05,4,selu,1024,1.4553553194612654e-05,128,0.0003670742122753376,0.23071965743284306,211.89
446,52.11,1,gelu,1024,0.00034989738087804335,96,0.00027417502415853074,0.1443401262227284,102.01
447,50.160000000000004,3,relu,512,0.000292239371975208,128,0.0022195491312177206,0.14034706837457323,66.46
448,26.27,2,relu,1024,0.0015046024864696125,64,0.004435838096996175,0.384392818348647,62.53
449,54.1,2,elu,512,0.00018244301252276783,96,2.4777870319477792e-05,0.12829665011075164,73.41
450,44.83,3,selu,1024,0.0009765127281374268,96,2.2858780627229287e-05,0.35737219220239935,67.54
451,55.7,4,gelu,1536,7.372223881676114e-05,128,1.7399774912474548e-05,0.41485523649761624,166.1
452,18.95,1,relu,512,0.007921431725425159,64,0.0024003388293682786,0.20392613776956328,53.94
453,35.58,4,gelu,512,0.0008991648871273299,96,1.4117856154055048e-05,0.3949949416461448,80.94
454,53.71,2,tanh,1536,3.2321153247740044e-05,96,0.0005744835277657488,0.1392429960533284,279.24
455,37.82,4,selu,512,0.0014665150399214544,96,0.0005055867854479539,0.42084987970384735,76.9
456,51.910000000000004,3,relu,1024,0.0005768367830870821,96,5.9575297510958175e-05,0.2008548536746199,113.4
457,46.64,3,gelu,1024,0.0005942695357197184,64,9.712948992789576e-05,0.3182227852332714,94.33
458,41.93,1,relu,1024,0.0027174277465139684,96,0.00015092604346158994,0.1316056616965202,40.13
459,50.89,2,tanh,512,9.728253555481167e-05,128,4.65351025078955e-05,0.44140115982889816,132.71
460,44.15,1,tanh,1024,3.0094784863859987e-05,128,0.0053597503515241856,0.22313623600574115,150.04
461,54.09,1,gelu,1024,6.666227216837446e-05,64,0.000392523091988308,0.1270808683797364,133.5
462,42.83,3,tanh,1536,2.959297008121144e-05,96,0.005163660863737866,0.3670422779503125,326.19
463,21.990000000000002,3,elu,1536,0.004301937436990738,64,2.0995735832042323e-05,0.3071866437827515,55.0
464,50.81,2,gelu,1536,0.0007089692930234667,128,0.0004501009331584189,0.14080890336549975,53.43
465,48.46,1,elu,1536,0.0004106627634095649,128,0.00027274941181762956,0.46073124001659105,117.91
466,53.12,4,relu,512,1.2011253541332991e-05,128,0.00016136017413289881,0.2828484652865804,163.91
467,52.900000000000006,2,elu,512,0.0002994690076450756,128,0.0001006823748530722,0.26731150245373014,66.0
468,54.52,4,relu,1024,1.2141866416611337e-05,64,0.00011392606593407701,0.16390180598528448,193.34
469,47.04,4,selu,512,0.000875593691665777,96,0.0001359819297192599,0.15279952923562892,62.86
470,10.71,1,tanh,512,0.009401177481234249,96,0.0009480245924451181,0.417197251532341,24.3
471,49.24,3,selu,1536,4.0282383491724404e-05,128,0.003088316638701508,0.22220191911765422,303.0
472,49.69,2,gelu,1536,3.86245996585454e-05,64,0.005219423507863555,0.18621602947353266,262.15
473,52.73,2,elu,512,5.200208398550474e-05,96,0.0009092729327485907,0.12050054211421046,196.23
474,40.31,3,selu,512,0.00033117490975019786,128,0.0074597276314912935,0.2121529763335358,93.41
475,47.46,2,selu,1024,2.3862277435593907e-05,96,1.5585018204915823e-05,0.3386756014153076,208.19
476,54.67999999999999,4,selu,1024,0.0001920350003132948,128,6.764703459991276e-05,0.45092514996216315,193.79
477,46.160000000000004,1,relu,1024,0.001080222796776285,128,1.2861493634244339e-05,0.40315115266804014,102.86
478,52.190000000000005,2,elu,1536,1.4201143591202817e-05,96,0.00021856533950812188,0.11000368609251249,265.41
479,47.08,2,gelu,1536,0.0004980124623419315,96,0.0015163354198462094,0.34717572500818583,106.64
480,40.26,3,gelu,512,0.003051772676571936,64,1.5190400242058024e-05,0.15990789761719737,64.76
481,45.68,3,tanh,512,1.0200233672515859e-05,128,4.2228604572054524e-05,0.22675370104483816,159.16
482,28.389999999999997,1,tanh,1536,0.0018533748424509895,128,0.001434016693532103,0.4908257651069534,28.3
483,44.64,4,tanh,1024,3.056254753847255e-05,128,0.0021242487027200137,0.4528713719905634,240.72
484,48.88,4,tanh,1024,0.00017421462392828042,64,0.00015627384764887946,0.43931165818773854,205.84
485,51.04,4,tanh,1024,0.00018669007377307054,128,3.15008743320229e-05,0.37726071113106574,139.84
486,21.790000000000003,1,relu,1536,0.0032498427515195902,64,0.0031736760815203576,0.39444771058024974,39.24
487,48.370000000000005,2,tanh,1024,0.00014161975496115503,128,0.0014411049665545529,0.2872560805773342,91.16
488,14.879999999999999,3,tanh,512,0.003288632930382838,64,0.00044760504100971435,0.18571684305520014,56.12
489,31.89,1,tanh,1536,0.0016502422001145951,128,0.0012389848232824022,0.40821197275531607,36.96
490,53.68000000000001,2,elu,1536,1.841420921909452e-05,64,2.3167374213848182e-05,0.19656090355549316,378.15
491,49.71,2,elu,1536,1.1429343448487391e-05,128,0.00067727698314608,0.2107152075884664,218.41
492,46.22,3,tanh,512,1.4224431969667543e-05,64,0.0014494834296339284,0.2719221535833819,274.21
493,55.559999999999995,4,elu,1536,2.3144008996567272e-05,128,4.082491656530089e-05,0.15493672438592251,275.6
494,51.160000000000004,1,selu,512,7.690404107334967e-05,96,0.00015161871777060091,0.1359947519812133,190.17
495,30.94,1,gelu,1536,0.004108791034877347,128,1.3254255069250334e-05,0.27394312779287644,26.64
496,38.76,4,gelu,512,0.0013126631990712635,128,0.0017862462399613032,0.21976103479962192,36.64
497,51.81,3,tanh,1536,3.6978575796518345e-05,64,1.1695491693943523e-05,0.49917709605375593,369.13
